o,n,123,143
n,c,215,109
c,e,335,125
e, ,367,207
 ,t,146,120
t,h,142,70
h,a,313,233
a,r,384,119
e,r,89,223
r,a,95,158
a, ,265,143
 ,w,336,184
e, ,288,168
 ,w,265,126
w,a,247,110
a,s,312,118
s, ,384,177
 ,a,184,167
a, ,360,152
 ,c,168,95
c,a,464,214
a,t,144,128
t, ,296,151
 ,a,104,150
a,n,135,118
n,d,123,159
d, ,135,117
 ,a,151,134
a, ,224,199
 ,m,327,95
m,o,112,176
o,u,249,129
u,s,175,223
s,e,400,152
 ,u,193,89
u,s,521,167
s,u,263,78
u,a,112,175
a,l,112,87
l,l,1048,127
l,y,1303,95
 ,c,143,111
c,a,217,120
a,s,239,214
s,t,584,121
t,s,152,135
s, ,176,143
 ,e,472,167
e,a,160,208
a,t,174,150
t, ,123,136
 ,m,168,127
m,i,159,109
i,c,200,102
c,e,808,119
 ,a,97,119
a,n,101,86
n,d,138,162
d, ,280,136
 ,m,153,136
m,i,118,101
i,c,522,184
c,e,127,158
e, ,441,174
 ,r,80,214
r,a,151,175
a,u,160,55
u,n,113,128
n, ,463,134
u,n,105,80
n, ,65,97
 ,w,199,103
w,a,618,153
w,a,679,135
a,w,319,150
w,a,216,128
a,y,688,111
y, ,264,183
 ,f,183,103
f,r,55,151
r,o,178,121
o,m,304,184
m, ,207,143
 ,c,384,160
c,a,207,183
a,t,154,73
t,s,385,136
b,u,200,95
u,t,433,152
t, ,271,110
 ,t,72,88
t,h,136,80
h,i,136,120
i,s,64,87
s, ,166,120
 ,c,217,130
c,a,192,231
a,t,729,153
t, ,336,160
 ,a,95,120
a,n,98,122
n,d,103,141
d, ,138,156
 ,t,54,108
t,h,118,86
h,i,114,136
i,s,96,158
s, ,145,184
 ,m,224,86
m,o,95,158
o,u,129,153
u,s,135,174
s,e,600,143
e, ,296,143
 ,l,198,143
l,i,248,90
i,k,202,154
k,e,649,160
e, ,391,182
 ,e,950,199
d, ,217,145
 ,e,329,120
e,a,215,110
a,c,128,174
c,h,86,135
h, ,195,170
 ,o,101,126
o,t,122,145
t,h,95,118
h,e,89,192
e,r,80,119
r, ,390,144
 ,m,370,105
v,e,87,168
e,r,402,96
r,y,127,101
y, ,159,95
 ,m,161,88
m,u,136,96
u,c,90,167
c,h,406,93
t,h,125,108
h,e,122,161
e,y,97,118
y, ,199,101
 ,l,134,166
l,i,226,89
i,k,167,102
k,e,175,96
e,d,472,145
d, ,456,184
 ,e,232,216
e,a,224,130
a,c,106,168
c,h,111,142
h, ,169,151
 ,o,94,119
o,t,122,136
t,h,105,119
h,e,78,182
e,r,295,135
r, ,258,160
 ,s,78,215
s,o,89,112
o, ,160,185
 ,m,153,127
m,u,72,55
u,c,110,150
c,h,506,95
h, ,328,151
 ,t,217,134
t,h,573,93
h,a,122,160
a,t,119,150
t, ,175,143
 ,t,114,136
t,h,112,94
h,e,712,149
e,y,94,110
y, ,872,105
 ,l,170,103
l,i,671,78
i,v,177,102
v,e,184,110
e,d,312,142
d, ,526,182
 ,l,801,120
g,o,273,128
o,t,424,70
t,o,95,120
o,g,137,161
g,h,126,101
h,e,90,184
e,r,384,110
e,t,144,168
t,h,114,137
h,e,72,158
e, ,1400,239
 ,c,242,134
c,a,103,125
a,n,118,157
n, ,160,193
 ,n,185,128
n,o,145,166
o,t,70,110
t, ,208,135
 ,h,170,111
h,e,152,127
e,l,215,78
l,p,426,88
p, ,704,182
 ,f,46,165
f,a,135,159
a,l,128,55
l,l,145,80
l,i,152,63
i,n,144,104
n,g,159,127
g, ,274,130
 ,i,144,54
i,n,134,158
n, ,168,103
 ,l,209,89
l,o,80,103
o,v,112,71
v,e,144,161
e, ,234,142
 ,w,102,190
w,i,192,71
i,t,96,135
t,h,177,95
h, ,111,126
 ,c,200,160
c,u,120,95
u,t,368,144
t,e,241,144
e, ,400,111
 ,a,111,87
a,n,54,72
n,d,90,130
d, ,144,119
 ,f,137,168
f,u,193,71
u,j,638,37
n,n,272,87
n,y,200,95
y, ,296,95
 ,b,152,96
b,a,296,129
a,b,608,111
b,i,112,88
i,e,166,96
e,s,754,146
 ,t,119,151
t,h,152,89
h,e,143,168
e,i,162,104
i,r,142,85
r, ,305,153
 ,b,184,95
b,e,169,256
e,a,144,160
a,t,103,127
t,u,265,118
u,f,254,117
a,u,314,105
u,i,513,63
t,i,248,94
i,f,64,128
f,u,216,95
u,l,353,96
l, ,318,158
 ,a,90,112
a,n,95,71
n,d,78,120
d, ,107,130
 ,j,254,111
j,o,186,121
o,y,207,94
y,f,279,151
f,u,225,96
u,l,305,112
l, ,390,151
 ,l,90,129
l,a,824,190
a,g,191,223
g,h,689,104
u,g,560,223
g,h,250,136
h,t,181,118
t,e,88,177
e,r,330,136
r, ,608,181
 ,m,96,111
m,a,128,150
a,k,167,86
k,e,431,184
e,s,160,199
s, ,312,138
 ,u,225,121
u,s,151,224
s, ,457,145
 ,h,201,119
h,p,152,104
p,a,446,150
a,p,113,19
p,p,201,96
p,y,1432,87
