o,n,146,56
n,c,187,68
c,e,162,41
e, ,752,91
 ,t,321,35
t,h,432,53
h,e,180,67
e,r,148,53
r,e,151,60
e, ,564,77
 ,w,247,83
w,a,193,57
a,s,666,56
s, ,311,51
 ,a,130,54
a, ,281,76
 ,c,228,49
c,a,566,52
a,t,436,56
t, ,328,69
 ,a,135,69
a,n,403,66
n,d,728,50
d, ,259,81
 ,a,147,37
a, ,502,42
 ,m,209,24
m,o,310,46
o,u,187,64
u,s,127,57
s,e,986,103
e,n,209,81
n, ,1226,123
u,s,188,72
s,u,231,56
u,a,779,62
a,l,128,43
l,l,2730,109
l,y,782,68
 ,c,244,81
c,a,329,67
a,t,133,77
t,s,1300,59
s, ,507,80
 ,e,847,53
e,a,191,79
a,t,309,79
t, ,697,103
 ,m,226,63
m,i,500,53
i,n,698,55
n,e,434,56
 ,a,139,56
a,n,134,54
n,d,544,52
d, ,559,64
 ,m,331,85
m,i,1182,58
i,c,130,154
c,e,1077,118
e, ,1154,71
 ,r,112,61
r,u,261,67
u,n,605,48
n, ,656,128
 ,a,207,63
a,w,249,74
w,a,215,44
a,y,743,74
y, ,657,70
 ,f,294,57
f,r,122,57
r,o,221,53
o,m,670,86
m, ,1098,80
 ,c,109,68
c,a,281,69
a,t,337,79
t,s,1131,75
s,n,149,107
n, ,306,119
b,u,154,79
u,t,715,79
t, ,555,82
 ,t,109,57
t,h,213,64
h,i,174,45
i,s,976,80
s, ,417,84
 ,c,248,67
c,a,630,62
a,t,1392,69
t, ,398,90
 ,a,145,68
a,n,243,78
n,d,144,60
d, ,521,76
 ,t,114,57
t,h,231,63
h,i,338,51
i,s,728,56
s, ,392,83
 ,m,203,90
m,o,194,68
o,u,267,63
u,s,180,57
s,e,466,53
e, ,441,92
 ,l,179,68
l,i,291,79
i,k,121,50
k,e,585,91
e,d,732,76
d, ,429,93
 ,e,274,59
e,a,586,51
a,c,145,73
c,h,683,73
h, ,812,84
 ,o,302,57
o,t,129,75
t,h,169,64
h,e,161,54
e,r,571,97
r, ,648,87
 ,v,227,54
v,e,167,51
e,r,1886,64
r,y,118,79
y, ,384,85
 ,m,263,75
m,u,341,59
u,c,116,53
c,h,875,68
h,n,106,103
n, ,487,129
 ,t,123,82
t,h,166,58
h,e,397,68
e,y,314,73
y, ,462,63
 ,l,190,78
l,i,181,51
i,k,162,60
k,e,470,56
e,d,776,55
d, ,487,68
 ,e,226,52
e,a,462,51
a,c,120,63
c,h,638,69
h, ,476,86
 ,o,286,54
o,t,97,61
t,h,146,62
h,e,169,61
e,r,695,63
r, ,554,78
 ,s,99,42
s,o,127,80
o, ,483,101
 ,m,291,95
m,u,328,52
u,c,119,65
c,h,586,63
h, ,521,84
 ,t,125,66
t,h,323,60
h,e,192,62
e,t,464,70
t, ,570,89
 ,t,151,90
t,h,344,61
h,e,776,64
e,y,230,68
y, ,354,103
 ,l,171,64
l,i,403,62
i,v,136,64
v,e,448,73
e,d,700,69
d, ,1024,108
 ,l,418,69
t,o,752,56
o,g,780,64
g,e,272,54
e,t,112,56
t,h,136,59
h,e,172,62
w,e,137,62
e, ,93,85
 ,c,229,66
c,a,170,56
a,n,149,62
n, ,888,81
 ,n,256,64
n,o,1098,50
o,t,155,59
t, ,398,69
 ,h,122,66
h,e,350,64
e,l,287,52
l,p,821,65
p, ,2255,113
 ,f,289,53
f,a,1604,83
a,l,127,58
l,l,272,118
l,i,236,90
i,n,617,68
n,g,183,81
g, ,386,65
 ,i,189,68
i,n,148,108
n, ,329,110
 ,l,181,74
l,o,409,46
o,v,131,59
v,e,627,67
e, ,492,69
 ,w,129,40
w,i,373,58
i,t,199,69
t,h,417,62
h, ,671,61
 ,c,156,65
c,u,257,61
u,t,416,69
t,e,320,92
e, ,409,70
 ,a,104,56
a,n,158,69
n,d,219,69
d, ,809,70
 ,f,218,60
f,u,377,59
u,n,159,59
n,n,250,65
n,y,755,61
y, ,579,71
 ,b,310,81
b,a,213,69
a,b,708,64
b,i,187,58
i,e,222,67
e,s,486,62
s,n,495,85
n, ,344,112
t,h,184,95
h,e,339,63
e,r,511,102
i,r,214,92
r, ,600,75
 ,b,286,60
b,e,287,61
e,a,165,52
a,u,417,68
u,t,1178,73
t,i,477,74
i,f,101,58
f,u,334,62
u,l,550,50
l, ,461,118
 ,a,126,73
a,n,148,62
n,d,648,69
d, ,656,67
 ,j,315,56
j,o,1388,51
o,y,672,64
y,f,251,66
f,u,363,67
u,l,795,51
l, ,1238,103
 ,l,120,63
l,a,242,80
a,u,1271,69
u,g,208,73
g,h,1510,56
h,t,190,67
t,e,227,71
e,r,3741,87
r, ,1768,79
 ,m,131,58
m,a,1125,63
a,k,75,67
k,e,267,85
e,s,534,49
s, ,633,81
 ,u,436,64
u,s,192,42
s, ,563,58
 ,h,125,69
h,a,283,67
a,p,137,53
p,p,319,68
p,y,541,86
