o,n,1158,109
n,c,174,100
c,e,2375,47
e, ,1539,111
 ,t,416,81
t,h,773,88
h,e,293,50
e,r,242,39
r,e,683,49
e, ,585,109
 ,w,331,79
w,a,283,49
a,s,604,50
s, ,484,89
 ,a,362,50
a, ,665,90
 ,c,494,60
c,a,352,59
a,t,364,61
t, ,775,79
 ,a,404,60
a,n,494,70
n,d,924,68
d, ,645,70
 ,a,416,61
a,n,481,49
n,d,614,52
d, ,584,70
 ,a,282,59
a, ,577,70
 ,m,301,69
m,o,303,50
o,u,281,69
u,s,242,59
s,e,2728,48
n, ,989,133
u,s,584,69
s,u,1843,111
u,a,252,49
a,l,516,61
l,y,139,58
y,y,1422,70
l,y,909,88
 ,c,484,69
c,a,250,58
a,t,162,69
t,s,180,60
s, ,565,80
 ,e,223,50
e,a,2224,59
a,t,1140,49
t, ,664,79
 ,m,233,90
m,i,292,69
i,c,149,68
c,e,1539,61
 ,a,149,78
a,n,262,103
n,d,112,60
d, ,2357,90
 ,m,1854,69
m,i,250,89
i,c,324,49
c,e,622,39
e, ,4041,101
 ,r,169,57
r,u,273,70
u,n,201,79
n, ,444,69
 ,a,302,58
a,w,211,49
w,a,282,59
a,y,1630,90
y, ,706,141
 ,f,243,62
f,r,191,59
r,o,463,111
o,m,343,99
m, ,3011,78
 ,c,423,69
c,a,365,60
a,t,533,50
t,s,1803,70
s,n,653,150
n, ,766,83
b,u,331,109
u,t,1322,50
t, ,321,88
 ,t,262,62
t,h,605,70
h,i,302,130
i,s,291,50
s, ,243,91
 ,c,2540,70
c,a,332,48
a,t,997,48
t, ,666,170
 ,a,392,57
a,n,664,129
n,d,1129,70
d, ,514,111
 ,t,232,80
t,h,333,89
h,i,301,110
i,s,276,62
s, ,882,98
 ,m,263,102
m,o,304,69
o,u,342,89
u,s,272,39
s,e,624,39
e, ,513,100
 ,l,283,71
l,i,240,50
i,k,264,100
k,e,270,58
e,d,1765,50
d, ,4109,128
 ,e,412,57
e,a,341,59
a,c,474,91
c,h,1359,61
h, ,1402,101
 ,o,2114,99
o,t,675,61
t,h,363,111
h,e,225,60
e,r,1648,58
r, ,939,130
 ,v,151,108
v,e,201,68
e,r,526,50
r,y,944,68
y, ,597,92
 ,m,421,88
m,u,233,61
u,c,171,68
c,h,1651,58
h,n,635,59
n, ,454,59
t,h,320,58
h,e,182,61
e,y,374,49
y, ,2096,70
 ,l,292,119
l,i,211,68
i,k,1117,108
k,e,201,69
e,d,1432,81
d, ,645,99
 ,e,755,69
e,a,334,69
a,c,1097,68
c,h,1433,150
h, ,593,88
 ,o,364,88
o,t,241,69
t,h,303,70
h,e,250,68
e,r,463,69
r, ,4556,89
 ,s,1258,57
s,o,927,57
o, ,614,89
 ,m,345,68
m,u,431,58
u,c,386,66
c,h,1574,69
h, ,580,118
 ,t,250,47
t,h,650,89
h,a,562,80
a,t,445,73
t, ,1441,89
 ,t,303,48
t,h,505,68
h,e,501,66
e,y,1107,68
y, ,8283,132
 ,l,343,79
l,i,411,66
i,v,384,70
v,e,332,69
e,c,1128,80
d, ,1431,90
 ,t,1220,59
t,o,1038,69
o,g,836,81
g,e,757,140
e,t,352,69
t,h,343,59
h,e,264,68
e,r,15335,69
t,h,352,69
h,e,191,60
e,r,12941,70
z,z,344,130
z,z,12448,150
z,n,1811,78
