m,a,237,78
a,z,880,61
i, ,215,86
 ,h,156,78
h,a,264,77
a,d,170,53
d, ,834,75
 ,a,195,76
a, ,467,75
 ,r,690,66
r,e,295,64
e,a,193,68
a,l,126,49
l,l,202,54
l,z,138,67
z, ,669,47
y, ,669,54
 ,l,141,48
l,o,287,52
o,n,327,57
n,g,162,75
g, ,478,55
 ,s,560,91
d,a,202,69
a,y,255,60
y, ,271,53
 ,t,180,65
t,o,293,56
o,d,264,78
d,a,1314,73
a,y,292,50
y, ,197,46
 ,b,229,49
b,e,1105,66
e,c,328,60
c,a,194,75
a,u,263,62
u,s,198,78
s,e,196,66
e, ,1367,60
 ,i,259,47
i, ,167,44
 ,h,173,55
h,a,257,71
a,d,127,65
d, ,354,54
 ,t,177,82
t,o,384,45
o, ,2603,54
 ,f,184,83
f,i,409,55
i,n,243,46
n,i,467,47
i,s,178,78
s,h,266,57
h, ,1679,37
 ,w,330,89
w,r,175,63
r,i,331,56
i,y,434,42
y,t,245,92
t,i,234,60
i,n,229,73
n,g,207,60
g, ,852,37
t,i,229,80
i,n,282,72
n,g,161,68
g, ,640,49
 ,m,220,47
m,o,381,54
o,r,201,70
r,e,131,66
e, ,641,57
 ,t,126,62
t,h,302,73
h,a,277,73
a,n,215,68
n, ,770,55
 ,t,198,53
t,h,160,63
h,r,219,70
r,e,149,64
e,e,132,44
e, ,374,57
 ,a,405,86
a,r,164,60
r,t,403,64
t,i,295,58
i,c,173,74
c,l,209,55
l,e,249,83
e,s,220,83
s, ,925,55
 ,a,143,75
a,n,243,57
n,d,248,74
d, ,827,61
i, ,231,70
 ,h,166,86
h,a,250,83
a,d,124,82
d, ,320,88
 ,t,194,86
t,o,300,65
o, ,278,45
 ,t,175,99
t,o,277,50
o, ,371,49
 ,s,280,79
s,u,407,56
u,b,335,47
b,m,207,37
m,i,359,49
i,t,164,74
t, ,1491,50
 ,m,373,61
m,z,970,76
y, ,530,41
 ,h,406,50
h,o,774,46
o,m,725,46
m,e,266,82
e,w,218,75
w,o,334,47
o,r,279,81
r,d,254,70
d, ,2915,48
 ,s,188,90
s,o,258,46
o, ,643,38
i, ,175,74
 ,w,243,82
w,o,252,57
o,u,197,48
u,l,549,51
l,d,302,84
n,t,993,99
t, ,5326,94
 ,m,182,54
m,i,276,50
i,s,172,70
s,s,94,45
s, ,227,44
 ,t,161,54
t,h,160,88
h,e,207,79
