e,l,161,59
l,l,145,54
l,o,476,60
o, ,334,93
 ,m,286,61
m,y,161,101
y, ,1304,111
 ,n,222,162
n,a,195,115
a,m,101,81
m,e,162,81
e, ,164,101
 ,i,111,114
i,s,102,71
s, ,529,100
e,s,139,90
s,m,498,85
e,s,161,71
s,m,214,71
m,i,101,122
i,n,92,96
n,e,131,61
e, ,217,74
i, ,174,120
 ,w,203,122
w,o,141,90
o,e,506,30
r,k,637,131
k, ,91,112
 ,a,176,61
a,s,73,70
s, ,179,98
 ,a,99,79
a,n,102,127
n, ,207,106
 ,i,120,171
i,n,91,121
n,t,183,105
t,e,81,132
e,r,293,91
r,n,83,86
n,a,234,83
a,t,131,60
t,i,101,125
i,o,104,107
o,n,71,74
n,a,151,70
a,l,195,101
l, ,982,70
 ,t,256,74
t,a,93,90
a,l,108,68
l,e,114,83
e,n,100,70
n,t,131,41
t, ,190,81
 ,r,178,66
r,e,182,60
e,c,110,52
c,r,129,95
r,u,96,137
u,i,71,111
i,t,192,111
t,e,111,143
e,r,253,93
r, ,15724,52
 ,w,237,92
w,o,142,81
o,r,130,49
r,k,206,92
k,i,59,100
i,n,91,111
n,g,162,82
g, ,113,83
 ,f,142,82
f,o,91,61
o,r,132,61
r, ,256,91
 ,t,121,71
t,h,91,95
h,e,120,69
e, ,178,95
i,t,147,41
t, ,101,70
m,a,281,60
a,e,206,82
e,k,120,123
k,e,270,80
a,n,112,92
n,d,174,93
d, ,221,80
 ,g,80,83
g,e,417,66
h,e,202,61
e,a,172,49
a,d,753,54
d,h,251,162
h,u,166,184
u,n,415,89
n,t,204,92
t,e,110,140
e,r,1477,51
r, ,207,93
 ,l,192,61
l,o,132,41
o,o,100,50
o,k,195,74
k,i,81,101
i,n,80,84
n,g,141,81
g, ,156,60
 ,f,121,91
f,o,71,74
o,r,141,50
r, ,255,49
f,o,124,84
o,r,121,69
r, ,159,60
 ,i,82,86
i,t,166,74
t, ,361,91
 ,p,117,100
p,r,121,81
r,o,119,79
o,f,112,92
f,i,337,83
i,t,131,60
t, ,183,101
p,r,184,70
r,i,212,69
i,f,296,111
f,u,404,203
o,f,371,101
f,i,694,85
i,l,102,105
l,e,179,59
e,s,96,76
s, ,203,71
m,o,424,40
m,o,328,128
m,o,101,105
o,s,245,70
s,t,282,40
t,l,206,61
l,y,448,59
 ,s,229,69
s,p,144,103
p,e,132,60
e,n,112,92
n,d,489,51
d, ,557,60
 ,a,230,81
a,t,138,65
t, ,162,61
 ,l,71,110
l,e,214,69
e,a,171,70
a,s,161,30
s,t,194,58
t, ,324,52
 ,h,246,92
h, ,191,61
 ,h,182,80
h,o,53,85
o,u,143,123
u,r,222,81
r,s,101,80
s, ,145,74
 ,a,140,50
a, ,246,110
 ,f,578,41
d,a,84,81
a,y,56,77
y, ,508,93
 ,t,297,92
t,y,1349,71
y,p,204,63
p,i,50,91
i,n,133,101
n,g,99,58
g, ,186,83
 ,o,70,110
o,n,81,101
n, ,151,70
 ,m,215,63
m,y,151,70
y, ,588,82
 ,c,135,60
c,o,171,200
o,m,162,70
m,p,186,60
p,u,78,81
u,t,194,114
t,e,39,89
e,r,155,82
r, ,201,71
 ,k,81,85
k,e,141,49
e,y,593,75
y,b,211,70
b,o,130,134
o,a,206,83
a,r,150,59
r,d,92,62
d, ,99,60
 ,s,92,62
s,o,33,75
o, ,132,82
 ,i,90,93
i, ,172,71
 ,t,358,95
t,y,284,101
y,p,101,81
p,e,140,51
e, ,225,72
 ,p,457,83
p,r,277,95
r,e,230,89
e,t,125,43
t,t,141,70
t,y,149,111
y, ,116,62
 ,f,252,82
f,a,192,91
a,s,165,75
s,t,103,62
t, ,416,70
 ,a,120,70
a,n,81,84
n,d,69,49
d, ,1303,82
 ,s,112,61
s,o,90,129
o,m,59,110
m,e,177,76
e,t,91,70
t,i,231,89
i,m,85,89
m,e,162,61
e,s,152,60
s, ,233,78
 ,w,132,80
w,i,120,79
i,t,91,50
t,h,135,70
h,o,111,142
o,u,91,71
u,t,101,61
t, ,185,71
 ,e,171,91
e,v,252,71
v,n,166,105
n, ,407,89
e,n,80,84
n, ,85,61
 ,t,454,62
n,e,133,62
e,e,788,59
e,d,489,21
d,i,114,133
i,n,80,100
n,g,111,71
g, ,91,61
 ,t,132,51
t,o,114,120
o, ,223,72
 ,l,181,59
l,o,376,50
o,o,266,110
o,k,30,61
k, ,101,104
 ,a,212,70
a,t,487,49
t, ,73,71
 ,t,112,62
t,h,101,51
h,e,73,71
e, ,138,69
 ,k,82,86
k,e,155,42
e,y,851,70
y,b,164,63
b,o,101,105
o,a,191,70
a,r,237,50
r,d,259,60
