w,e,399,72
e,l,164,71
l,l,223,43
i, ,215,67
 ,a,110,118
a,m,101,57
m, ,227,70
 ,a,428,130
a, ,245,82
 ,s,181,79
s,o,165,42
o,l,192,43
l,u,166,56
u,t,55,62
t,i,176,60
i,o,193,55
o,n,151,59
n, ,92,83
 ,e,119,95
e,n,148,62
n,g,183,80
g,i,143,55
i,e,271,81
e,e,1919,63
n,e,175,78
e,e,167,51
e,r,618,40
 ,m,412,79
m,y,132,46
y, ,287,76
 ,d,194,67
d,a,93,91
a,y,118,45
y, ,156,59
 ,i,72,50
i,s,155,88
s, ,1290,74
 ,b,162,74
b,a,217,82
a,s,170,106
s,i,139,62
i,c,217,75
c,l,181,46
l,l,267,54
l,y,83,48
y, ,1315,86
s,p,118,62
p,e,128,60
e,n,137,67
n,t,143,56
t, ,181,70
 ,b,67,58
b,e,135,72
e,h,201,58
h,i,180,55
i,n,85,62
n,d,175,61
d, ,196,55
 ,a,183,83
a, ,198,66
 ,c,139,72
c,o,176,55
o,m,191,79
m,p,248,62
p,u,174,52
u,t,812,72
t,e,147,46
e,r,165,43
r, ,2940,42
i, ,537,66
 ,l,181,67
l,o,111,55
o,v,143,63
v,e,147,59
e, ,135,73
 ,t,123,82
t,o,72,62
o, ,357,55
 ,r,203,75
r,e,438,98
e,a,373,115
a,d,193,54
d, ,280,79
w,h,38,92
h,e,1094,46
e,n,156,54
n, ,290,71
i, ,139,79
 ,h,140,53
h,a,187,70
a,v,134,59
v,e,165,42
e, ,127,77
 ,t,359,91
t,h,101,67
h,e,126,64
e, ,382,91
 ,t,227,71
t,i,204,41
i,m,116,72
m,e,324,60
 ,a,118,128
a,n,94,70
n,d,110,56
d, ,851,66
 ,s,297,74
s,w,3996,115
w,i,229,38
i,m,225,71
m,i,1043,43
a,n,113,57
n,d,218,107
d, ,249,67
 ,c,286,75
c,o,131,46
o,o,167,52
o,k,114,50
k, ,2835,78
 ,w,829,123
w,h,217,63
h,e,103,68
e,n,367,59
n,e,194,87
e,v,132,70
v,e,136,69
e,r,155,63
r, ,239,83
i, ,522,80
 ,c,204,70
c,a,158,86
a,n,306,63
