t,h,355,164
h,e,1545,153
i,s,328,133
s, ,857,206
 ,d,133,203
d,a,608,169
a,y,140,145
y, ,2550,195
 ,i,192,122
i,s,160,163
s, ,445,137
 ,b,430,112
b,e,119,171
e,a,305,180
a,u,346,91
u,t,215,129
t,i,514,90
i,f,137,111
f,u,497,79
u,l,712,107
i, ,982,143
 ,t,229,99
t,h,270,89
h,i,562,101
i,n,235,77
n,k,948,95
k, ,890,201
 ,t,421,99
t,o,180,79
o, ,3881,128
 ,d,147,158
d,o,134,155
o, ,934,154
 ,s,161,131
s,o,209,86
o,m,166,88
m,e,188,140
e, ,1013,117
 ,s,130,154
s,h,377,89
h,o,616,139
o,p,133,77
p,p,264,90
p,i,267,81
i,n,282,75
n,g,2163,87
 ,a,178,171
a,n,297,133
n,d,264,147
d, ,873,90
 ,v,352,74
v,i,314,116
i,s,208,169
s,t,1062,117
i,t,265,63
t, ,1002,139
 ,m,1091,124
m,y,392,169
y, ,9280,117
 ,f,296,106
f,r,297,155
r,e,225,161
e,i,242,85
i,n,537,117
n,d,262,95
d,s,4043,122
o,k,203,91
k, ,1005,69
i,n,252,100
n,e,150,83
e,e,220,119
e,d,803,206
m,y,109,76
y, ,912,113
 ,d,162,106
d,a,349,186
a,y,306,161
y, ,907,143
 ,i,275,102
i,s,797,98
s, ,7014,122
 ,h,340,127
h,a,1052,165
i, ,5414,132
i, ,16959,127
 ,h,138,89
h,a,173,133
a,v,177,84
v,e,148,138
e, ,629,92
 ,h,106,115
h,a,239,155
a,r,239,82
r,d,160,106
d, ,629,117
 ,w,199,193
w,o,352,78
o,r,345,100
r,d,165,85
d, ,564,134
 ,i,221,82
i,n,122,73
n, ,245,108
 ,t,224,80
t,h,242,79
h,i,271,86
i,s,151,123
s, ,744,113
 ,d,193,149
d,a,242,156
a,y,633,93
