i, ,261,81
 ,l,222,84
l,i,277,80
i,k,388,76
k,e,223,96
e,d,124,108
d, ,751,104
 ,t,260,61
t,h,435,72
h,e,130,115
e, ,282,91
 ,n,220,70
n,a,819,127
a,m,92,88
m,e,289,117
e, ,1659,80
e,m,281,86
m,o,1039,74
s,u,474,84
u,r,2073,89
r,v,422,98
v, ,16788,84
i, ,221,84
 ,w,331,149
w,h,342,83
h,i,428,80
i,c,144,133
c,h,274,110
h, ,166,80
 ,a,345,117
a,l,143,64
l,l,270,80
l, ,383,74
 ,t,228,94
t,h,214,113
h,e,143,123
e, ,242,90
 ,b,103,78
b,e,260,107
e,s,156,125
s,t,360,117
t, ,601,69
 ,a,208,145
a,i,712,88
i,c,211,113
c,h,506,83
h,a,187,136
a, ,22724,74
a,l,351,83
l,s,160,112
s,o,305,103
o, ,2428,85
 ,i,282,70
i, ,239,57
 ,l,219,66
l,i,212,59
i,k,216,69
k,e,179,123
e, ,2178,79
 ,r,226,92
r,o,532,80
o,c,171,117
c,k,283,89
k, ,1667,58
 ,s,218,72
s,o,496,75
o,n,332,81
n,g,437,70
g, ,994,86
 ,a,315,119
a,n,224,80
n,d,136,103
d, ,915,90
 ,i,1317,139
a,m,1095,130
m, ,367,56
 ,w,278,107
w,o,377,71
o,n,484,61
n,d,215,71
d,e,259,77
e,r,384,89
r,i,680,80
i,n,254,75
n,g,280,78
g, ,1159,81
 ,w,345,121
w,h,257,90
h,a,375,93
a,t,306,93
t, ,1518,84
 ,i,332,79
i, ,164,80
 ,w,666,131
w,r,243,88
r,o,377,72
o,t,88,96
t,e,214,101
e, ,831,89
 ,a,425,145
a,n,286,74
n,d,151,96
d, ,403,79
 ,r,143,99
r,a,551,113
a,i,427,72
i,s,260,88
s,e,471,145
e, ,10692,48
 ,w,266,158
w,w,1027,119
i,l,135,50
l,l,283,65
l, ,648,57
 ,b,152,66
b,e,145,84
e, ,659,56
 ,s,263,112
s,h,653,69
h,o,1395,65
o,w,386,123
w,n,5883,87
i, ,668,102
